Title,URL,VisitCount,LastVisitTime
,https://www.bing.com/ck/a?!&&p=a9b82a00e6834057JmltdHM9MTcyNzY1NDQwMCZpZ3VpZD0xOTUwNWMyYy0xODEwLTZiMzEtMWQzMy00ODNhMTk5YjZhZTImaW5zaWQ9NTQ4MA&ptn=3&ver=2&hsh=3&fclid=19505c2c-1810-6b31-1d33-483a199b6ae2&u=a1L3ZpZGVvcy9yaXZlcnZpZXcvcmVsYXRlZHZpZGVvP3E9JWQxJTg4JWQwJWIwJWQxJTg1JWQwJWJjJWQwJWIwJWQxJTgyJWQxJThiJm1pZD0wMjk1RDI0MDNGRkE3RDU3MkJBRjAyOTVEMjQwM0ZGQTdENTcyQkFGJkZPUk09VklSRQ&ntb=1,1,2024-09-30T14:01:02.307562+05:00
блокнот - Поиск,https://www.bing.com/search?q=%D0%B1%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82&filters=ufn%3a%22%D0%91%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82+(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0)%22+sid%3a%2214ba5783-cbda-e2eb-3611-c75a7e48a066%22&asbe=LT&form=WNSGPH&qs=MB&cvid=fafdef37a7ea4bd480cbe22c52adccfb&pq=%D0%B1%D0%BB&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1730692973429&wsso=Moderate,1,2024-11-04T04:02:57.386855+05:00
клавиатура тренажер — Яндекс: нашлось 67 тыс. результатов,https://yandex.kz/search/?text=%D0%BA%D0%BB%D0%B0%D0%B2%D0%B8%D0%B0%D1%82%D1%83%D1%80%D0%B0+%D1%82%D1%80%D0%B5%D0%BD%D0%B0%D0%B6%D0%B5%D1%80&lr=162&clid=2411725&family=yes&search_source=yakz_desktop_common&src=suggest_B,1,2024-11-11T03:49:02.358581+05:00
роблокс - Поиск,https://www.bing.com/search?q=%d1%80%d0%be%d0%b1%d0%bb%d0%be%d0%ba%d1%81&form=WNSGPH&qs=LT&cvid=c728574acd654e7cba4be2ef83bbd50d&pq=%D1%80%D0%BE&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1727704534012&wsso=Moderate,1,2024-09-30T13:55:35.392399+05:00
роблокс - Поиск,https://www.bing.com/search?q=%d1%80%d0%be%d0%b1%d0%bb%d0%be%d0%ba%d1%81&form=WNSGPH&qs=LT&cvid=c728574acd654e7cba4be2ef83bbd50d&pq=%D1%80%D0%BE&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1727704534012&nclidts=1727704534&tsms=012&wsso=Moderate,1,2024-09-30T13:55:34.833505+05:00
,https://www.microsoft.com/ru-ru/edge/update/129?form=MT00QN&channel=stable&version=129.0.2792.65,1,2024-09-30T13:48:21.963257+05:00
диспетчер устройств - Поиск,https://www.bing.com/search?q=%D0%B4%D0%B8%D1%81%D0%BF%D0%B5%D1%82%D1%87%D0%B5%D1%80+%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2&filters=ufn%3a%22%D0%94%D0%B8%D1%81%D0%BF%D0%B5%D1%82%D1%87%D0%B5%D1%80+%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%22+sid%3a%22d3960769-5704-173a-21c1-3dffe1021854%22&asbe=SC&form=WNSGPH&qs=MB&cvid=15ad3721c4d242678301a156cdd5bbfa&pq=lbc&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1725344512219&nclidts=1725344512&tsms=219&wsso=Moderate,1,2024-09-03T06:21:55.530625+05:00
,https://sso.passport.yandex.ru/push?retpath=https%3A%2F%2Fyandex.kz%2F%3Fclid%3D2411725%26mrkz%3D967eb3fda474c3fddc6ebc82fa7400bc&uuid=133cd09f-ad49-4b86-a1fd-b448a6995655,1,2024-11-11T06:03:18.333917+05:00
Яндекс — быстрый поиск в интернете,https://sso.passport.yandex.kz/install?uuid=133cd09f-ad49-4b86-a1fd-b448a6995655,1,2024-11-11T06:03:18.709359+05:00
,https://go.microsoft.com/fwlink/?linkid=2140622&channel=stable&version=129.0.2792.65,1,2024-09-30T13:48:21.963257+05:00
справка об использовании проводника в windows - Поиск,https://www.bing.com/search?q=%d1%81%d0%bf%d1%80%d0%b0%d0%b2%d0%ba%d0%b0+%d0%be%d0%b1+%d0%b8%d1%81%d0%bf%d0%be%d0%bb%d1%8c%d0%b7%d0%be%d0%b2%d0%b0%d0%bd%d0%b8%d0%b8+%d0%bf%d1%80%d0%be%d0%b2%d0%be%d0%b4%d0%bd%d0%b8%d0%ba%d0%b0+%d0%b2+windows&filters=guid:%224026535-ru-dia%22%20lang:%22ru%22&form=S00028,1,2024-09-30T13:48:20.625582+05:00
справка об использовании проводника в windows - Поиск,https://go.microsoft.com/fwlink/?LinkId=528884,1,2024-09-30T13:48:20.625582+05:00
7-zip - Поиск,https://www.bing.com/search?q=7-zip&form=WNSGPH&qs=AS&cvid=51e4ad54c7464e8b862e225a6d1f18cd&pq=7&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1727262993119&nclidts=1727262993&tsms=119&wsso=Moderate,1,2024-09-25T11:16:36.207471+05:00
служебные программы - Поиск,https://www.bing.com/search?q=%d1%81%d0%bb%d1%83%d0%b6%d0%b5%d0%b1%d0%bd%d1%8b%d0%b5+%d0%bf%d1%80%d0%be%d0%b3%d1%80%d0%b0%d0%bc%d0%bc%d1%8b&form=WNSGPH&qs=LT&cvid=9ae377d0ee5747cead58927af724ab1e&pq=%D1%81%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D1%8B%D0%B5&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1725520017919&nclidts=1725520017&tsms=919&wsso=Moderate,1,2024-09-05T07:06:58.309412+05:00
Уроки печати: фы дж - Русская раскладка / Клавиатурный тренажер Stamina-online,https://stamina-online.com/ru/workout/lesson/2,1,2024-11-11T06:24:59.109693+05:00
служебные windows - Поиск,https://www.bing.com/search?q=%d1%81%d0%bb%d1%83%d0%b6%d0%b5%d0%b1%d0%bd%d1%8b%d0%b5+windows&form=WNSGPH&qs=SC&cvid=ff109cdf70104365b4a28ac2c69d99de&pq=c%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D1%8B%D0%B5&cc=KZ&setlang=ru-RU&nclid=8E595532861B05E235A205E52146A5A9&ts=1725519978224&nclidts=1725519978&tsms=224&wsso=Moderate,1,2024-09-05T07:06:20.35155+05:00
Уроки печати: 34 90 - Русская раскладка / Клавиатурный тренажер Stamina-online,https://stamina-online.com/ru/workout/lesson/10,1,2024-11-11T06:27:44.373838+05:00
