TargetPath,URL,TotalBytes,StartTime,EndTime,MimeType
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\thumb_16352_articles_standart.png,https://3d-galleru.ru/archive/search/%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE+%D0%BF%D0%BE%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+%D1%81+8+%D0%BC%D0%B0%D1%80%D1%82%D0%B0/,708275,2024-03-06T11:00:55.939154+05:00,2024-03-06T11:01:18.207922+05:00,image/png
C:\Users\Ученик-15\Documents\imgres.htm,https://www.google.com/search?q=%D0%B1%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0&sca_esv=f4c218d55768bdaf&udm=2&biw=1366&bih=641&ei=GJQoZtOSAvqTwPAP45SrsA4&ved=0ahUKEwjT_u7titqFAxX6CRAIHWPKCuYQ4dUDCBA&uact=5&oq=%D0%B1%D0%B0%D0%B1%D0%BE%D1%87%D0%BA%D0%B0&gs_lp=Egxnd3Mtd2l6LXNlcnAiDtCx0LDQsdC-0YfQutCwMgoQABiABBhDGIoFMg0QABiABBixAxhDGIoFMgoQABiABBhDGIoFMgoQABiABBhDGIoFMgoQABiABBhDGIoFMg0QABiABBixAxhDGIoFMgoQABiABBhDGIoFMgoQABiABBhDGIoFMggQABiABBixAzIFEAAYgARI2zZQzgRYtDVwAngAkAEBmAFxoAGiB6oBAzIuN7gBA8gBAPgBAZgCCaAC5waoAgDCAgsQABiABBixAxiDAcICDhAAGIAEGLEDGIMBGIoFmAMBiAYBkgcDMS44oAejNA&sclient=gws-wiz-serp,699400,2024-04-24T05:10:24.626055+05:00,2024-04-24T05:10:27.325574+05:00,text/html
C:\Users\Ученик-15\Downloads\photo_2024-01-26_09-58-56.jpg,https://www.google.com/search?sca_esv=658059ba84023065&q=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0&udm=2&fbs=AEQNm0ASTk_ENKU08fiSGJkIoyDx482RYqi9poZPzBXmAhT39qAQfyoiIIBXqmtfqk2LMkGAuHq3S-IRVWrindP69I0vy4xJYtPVJXKAeLUhZfHO7cSZdI0Hy-CI7p6Ti4z4wsKhPvOgSa_i2Wqhn9-JBPNtCuUsjblCCrjewrKN4x0yIR_gxZnyAqBFaWj4AbEOrnGpCGLrIoVrtczPNeKCCgTJhqG5yMXKw8OmCNBPk5_vm2kbIvY&sa=X&ved=2ahUKEwiJ8ZCM186IAxViJRAIHRkmLBIQtKgLegQIDxAB&biw=763&bih=649&dpr=1#vhid=dzcTb-AijLgJwM&vssid=mosaic,638082,2024-09-19T09:21:40.961182+05:00,2024-09-19T09:21:45.266711+05:00,image/jpeg
C:\Users\Ученик-15\Documents\imgres.bmp,https://www.google.com/search?q=bmp+image&sca_esv=f4c218d55768bdaf&udm=2&biw=1366&bih=641&ei=HJMoZomMMuatwPAPofiRwAc&oq=bmp+&gs_lp=Egxnd3Mtd2l6LXNlcnAiBGJtcCAqAggBMgoQABiABBhDGIoFMgoQABiABBhDGIoFMgoQABiABBhDGIoFMgoQABiABBhDGIoFMgoQABiABBhDGIoFMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARInApQ1ARY1ARwAXgAkAEAmAFioAFiqgEBMbgBAcgBAPgBAZgCAqACcJgDAIgGAZIHAzEuMaAHqAU&sclient=gws-wiz-serp,619767,2024-04-24T05:06:10.007887+05:00,2024-04-24T05:06:15.338319+05:00,image/bmp
C:\Users\Ученик-15\Downloads\main__astana___shutterstock_1207669507.3iy9ep2jzfmf.jpg,https://www.google.com/search?q=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=de8efa94a8e5fbd0&udm=2&biw=1366&bih=641&ei=wh3sZsK6H4HIwPAPmcaj0Qc&oq=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0&gs_lp=Egxnd3Mtd2l6LXNlcnAiDNCw0YHRgtCw0L3QsCoCCAEyEBAAGIAEGLEDGEMYgwEYigUyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIKEAAYgAQYQxiKBTIFEAAYgAQyBRAAGIAEMgoQABiABBhDGIoFSOtdUJAlWMtDcAR4AJABAJgBZ6ABzASqAQM0LjK4AQHIAQD4AQGYAgagAvQEqAIAwgINEAAYgAQYsQMYQxiKBcICCxAAGIAEGLEDGIMBwgIIEAAYgAQYsQOYAwOSBwMxLjWgB8Ai&sclient=gws-wiz-serp#vhid=inxNy9pjaG90uM&vssid=mosaic,561136,2024-09-19T12:50:13.467485+05:00,2024-09-19T12:50:17.897497+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\vcKjicv2.jpg,https://www.google.com/search?sca_esv=de8efa94a8e5fbd0&q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&udm=2&fbs=AEQNm0DwoCDPw_neNLpbAaF6DHj_mJuUmGe3JSeKw9JRLXD83HA0s0wxPkEKr30WtOSp-1sVf9ASuA-f4am2ZkB0-LqyEeGdbV070HOZPImnGNfnroGllPT0yyd0mQEFLO3CYPqg5OeWjBzDYdnksVssA9zjrxb3F8MZdDU8SDDxie_7dJPFbWY7kEX5LxQlVyXF4gXnykcEOvffWiV__LiaTFZzN-J-5b4UdB1j7dym8faEdYiy4-w&sa=X&ved=2ahUKEwjmj4DHhc-IAxW8JBAIHfokJwsQtKgLegQIEBAB&biw=1366&bih=641&dpr=1#vhid=NBCyCtkB1QSLHM&vssid=mosaic,492367,2024-09-19T12:49:27.785952+05:00,2024-09-19T12:49:34.462244+05:00,image/jpeg
C:\Users\Ученик-15\Documents\img.jpeg,https://www.google.com/search?q=png&sca_esv=f4c218d55768bdaf&udm=2&biw=1366&bih=589&ei=B5QoZuqxAr_CwPAPqeK8oAI&ved=0ahUKEwiq0eHlitqFAxU_IRAIHSkxDyQQ4dUDCBA&uact=5&oq=png&gs_lp=Egxnd3Mtd2l6LXNlcnAiA3BuZzINEAAYgAQYsQMYQxiKBTIKEAAYgAQYQxiKBTIKEAAYgAQYQxiKBTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARIzChQuARYlSdwBXgAkAEBmAFpoAGzBqoBAzAuOLgBA8gBAPgBAZgCC6AC_gWoAgDCAgcQABiABBgTwgIHEAAYgAQYGMICCxAAGIAEGLEDGIMBmAMAiAYBkgcDNC43oAfPHw&sclient=gws-wiz-serp,416665,2024-04-24T05:09:47.407535+05:00,2024-04-24T05:09:59.288636+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\00388.mp3,https://zvukipro.com/transport/531-zvuki-legkovogo-avtomobilja.html,416603,2024-02-19T11:18:34.71786+05:00,2024-02-19T11:18:56.350792+05:00,audio/mpeg
C:\Users\Ученик-15\Downloads\00388 (1).mp3,https://zvukipro.com/transport/531-zvuki-legkovogo-avtomobilja.html,416603,2024-02-19T11:18:41.530047+05:00,2024-02-19T11:19:16.594259+05:00,audio/mpeg
C:\Users\Ученик-15\Documents\Тулегенов Алан 7 Г\кожа коня.htm,https://www.google.com/search?sca_esv=4e0a2782dc01dd0c&q=%D0%BC%D0%BE%D1%8F+%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0&udm=2&fbs=AEQNm0DpvuYEwHLg4ukM13djj3L-RuaY_6pr9WXl7lY_FI4HnBysgQjdnG3WgVtSLMmstsbZYmkFl7liwFRRKelQtHs1Md_mSwm2TRkL__xMgNlRNezYy6t_55MnZg0QWUk6ZZxrLPoGzvfUYYLtV5jTwFJWMedF950M7mJzbvAAPp1rYHtXCl6G5MxFii0dSUR6a1mczLYSpZolFPmWgLW5YiWWrPWzya4sdR2Dhn3f0_zudubwM5E&sa=X&ved=2ahUKEwi6-LCt7t-IAxVRFRAIHZkAAe4QtKgLegQIERAB&biw=1366&bih=641&dpr=1#vhid=Ln0WkSHPZLh8mM&vssid=mosaic,367570,2024-09-26T05:20:58.622183+05:00,2024-09-26T05:21:31.1848+05:00,text/html
C:\Users\Ученик-15\Downloads\1644926061_20-kartinkin-net-p-kartinki-nu-pogodi-23 (1).jpg,https://kartinki.pics/72730-kartinki-nu-pogodi.html,343212,2024-04-30T06:27:13.880635+05:00,2024-04-30T06:27:16.114607+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\ну погоди.jpg,https://kartinki.pics/72730-kartinki-nu-pogodi.html,343212,2024-04-30T06:25:35.663593+05:00,2024-04-30T06:26:09.999253+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\1644926061_20-kartinkin-net-p-kartinki-nu-pogodi-23.jpg,https://kartinki.pics/72730-kartinki-nu-pogodi.html,343212,2024-04-30T06:25:22.985497+05:00,2024-04-30T06:25:29.63407+05:00,image/jpeg
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\природа.htm,https://www.google.com/search?q=%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8+%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D1%8B&sca_esv=7ec80514b65b74c1&ei=5ijCZbjMHLaqwPAPwKqBgAo&udm=&ved=0ahUKEwi419qk3paEAxU2FRAIHUBVAKAQ4dUDCBA&oq=%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8+%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D1%8B&gs_lp=Egxnd3Mtd2l6LXNlcnAiH9C60LDRgNGC0LjQvdC60Lgg0L_RgNC40YDQvtC00YsyCxAAGIAEGLEDGIMBMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESPR_UJ4IWL5ZcAJ4AZABAJgB9QGgAa8QqgEGMC4xMy4xuAEMyAEA-AEBwgIKEAAYRxjWBBiwA8ICDRAAGIAEGIoFGEMYsAPCAgoQABiABBiKBRhDwgIIEAAYgAQYsQPCAgsQLhiABBixAxiDAcICGhAuGIAEGLEDGIMBGJcFGNwEGN4EGOAE2AEB4gMEGAAgQYgGAZAGCroGBggBEAEYFA&sclient=gws-wiz-serp#imgrc=v4kD127FR--UdM&imgdii=-NeWaDvUEDxEVM,285539,2024-02-06T12:42:12.433696+05:00,2024-02-06T12:42:28.853445+05:00,text/html
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\children-planting-trees-together.html,https://www.google.com/search?q=%D0%B4%D0%B5%D1%82%D0%B8+%D1%81%D0%B0%D0%B6%D0%B0%D1%8E%D1%82+%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE&sca_esv=807b745412b14cf8&udm=2&biw=1366&bih=641&ei=YvYTZseVAoSFwPAPs5a2CA&oq=%D0%B4%D0%B5%D1%82%D0%B8+%D1%81%D0%B0%D0%B6%D0%B0%D1%8E%D1%82+&gs_lp=Egxnd3Mtd2l6LXNlcnAiFtC00LXRgtC4INGB0LDQttCw0Y7RgiAqAggAMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIHEAAYgAQYGEiQSlCSB1i3NXACeACQAQSYAZIBoAH-GKoBBDAuMjS4AQHIAQD4AQGYAg6gAocOqAIAwgIKEAAYgAQYigUYQ8ICCxAAGIAEGLEDGIMBwgIIEAAYgAQYsQPCAg0QABiABBiKBRhDGLEDwgIEEAAYA5gDAYgGAZIHBDEuMTOgB7aMAQ&sclient=gws-wiz-serp#vhid=hq33oRDXUo8yVM&vssid=mosaic,279101,2024-04-08T13:58:59.55815+05:00,2024-04-08T13:59:08.822042+05:00,text/html
C:\Users\Ученик-15\Downloads\odinochnyiy-zvuk-re.mp3,https://zvukogram.com/category/akkordyi-na-elektro-gitare/,261241,2024-02-23T09:27:11.330145+05:00,2024-02-23T09:27:11.96023+05:00,audio/mpeg
C:\Users\Ученик-15\Pictures\aliso4kaapelmen.jpg,https://www.kimep.kz/diam/ru/facts-about-almaty/,260044,2024-09-26T13:00:19.279148+05:00,2024-09-26T13:01:07.661342+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\Астана ЭЩКЕРЕЕЕЕЕЕЕЕЕЕЕЕ.jpeg,https://www.google.com/search?q=%D0%90%D0%A1%D0%A2%D0%90%D0%9D%D0%90+%D1%84%D0%BE%D1%82%D0%BE&oq=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0&gs_lcrp=EgZjaHJvbWUqBggCEEUYOzINCAAQABjjAhixAxiABDIKCAEQLhixAxiABDIGCAIQRRg7MgYIAxBFGDsyCggEEAAYsQMYgAQyEwgFEC4YgwEYrwEYxwEYsQMYgAQyEwgGEC4YgwEYrwEYxwEYsQMYgAQyEwgHEC4YgwEYxwEYsQMY0QMYgAQyDQgIEAAYgwEYsQMYgAQyCggJEAAYsQMYgATSAQoxMjkxMGowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8#vhid=MNgnHblDIGGP5M&vssid=l,254927,2024-09-26T13:58:22.432859+05:00,2024-09-26T13:59:17.81939+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\43cfdb92-c267-11ee-b1e2-6a1da400f471.1200x1000.jpeg,https://www.google.com/search?q=%D0%90%D0%A1%D0%A2%D0%90%D0%9D%D0%90+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=392b79e5fd33f0c2&ei=my7sZtSfJK23wPAPx8Ok8Aw&ved=0ahUKEwiU2bbRlc-IAxWtGxAIHcchCc4Q4dUDCA8&oq=%D0%90%D0%A1%D0%A2%D0%90%D0%9D%D0%90+%D1%84%D0%BE%D1%82%D0%BE&gs_lp=Egxnd3Mtd2l6LXNlcnAiFdCQ0KHQotCQ0J3QkCDRhNC-0YLQvjIKEAAYgAQYQxiKBTIGEAAYBxgeMgYQABgHGB4yBRAAGIAEMgUQABiABDIGEAAYBxgeMgUQABiABDIGEAAYBxgeMgUQABiABDIFEAAYgARI5LUCUNwHWOubAnABeAGQAQCYAYEBoAHUCqoBBDAuMTK4AQzIAQD4AQGYAg2gArQLwgIKEAAYsAMY1gQYR8ICDRAAGIAEGLADGEMYigXCAg4QABiwAxjkAhjWBNgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAhkQLhiABBiwAxhDGMcBGMgDGIoFGK8B2AEBwgIMEAAYgAQYQxiKBRgKwgINEAAYgAQYsQMYQxiKBZgDAIgGAZAGEboGBggBEAEYCZIHBDEuMTKgB6BR&sclient=gws-wiz-serp#vhid=MNgnHblDIGGP5M&vssid=l,254927,2024-09-19T14:02:42.25693+05:00,2024-09-19T14:02:48.079387+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\1200xauto_6lxbTsK6BqtzTvjmDGuDVkZOLwFt1DkbzmQRwx3W.jpg,https://www.google.com/search?q=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE+%D0%B7%D0%B8%D0%BC%D0%B0&sca_esv=426d1894efaa3de5&ei=JxTsZo-BN9KrwPAPyu2C0AY&oq=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE+%D0%B7%D0%B8%D0%BC%D0%BE&gs_lp=Egxnd3Mtd2l6LXNlcnAiHtCw0YHRgtCw0L3QsCDRhNC-0YLQviDQt9C40LzQvioCCAAyBxAAGIAEGA0yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB5Is3VQ9hBYkl9wA3gBkAEDmAGLAaABlRmqAQQwLjI3uAEByAEA-AEBmAIVoAKAEqgCFMICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgIOEAAYsAMY5AIY1gTYAQHCAhMQLhiABBiwAxhDGMgDGIoF2AEBwgIZEC4YgAQYsAMYQxjHARjIAxiKBRivAdgBAcICChAAGIAEGEMYigXCAgUQABiABMICExAAGIAEGEMYtAIYigUY6gLYAQLCAhkQLhiABBhDGLQCGMcBGIoFGOoCGK8B2AECwgIdEAAYgAQYtAIY1AMY5QIYtwMYigUY6gIYigPYAQLCAhYQABgDGLQCGOUCGOoCGIwDGI8B2AEBwgINEC4YgAQYsQMYQxiKBcICChAuGIAEGEMYigXCAhAQLhiABBhDGMcBGIoFGK8BwgINEAAYgAQYsQMYQxiKBcICCBAAGIAEGLEDwgIKEAAYgAQYsQMYCsICCBAuGIAEGLEDwgILEC4YgAQYxwEYrwHCAhcQLhiABBixAxiXBRjcBBjeBBjgBNgBAcICCxAAGIAEGLEDGIMBmAMKiAYBkAYRugYGCAEQARgJugYECAIYB5IHBDMuMTigB9CcAg&sclient=gws-wiz-serp#vhid=WPif1wyFq31h1M&vssid=l,249704,2024-09-19T12:08:50.087316+05:00,2024-09-19T12:08:55.284958+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\avast_free_antivirus_setup_online (2).exe,https://www.avast.com/lp-ppc-free-av-brand?full_trSrc=mmm_ava_tst_007_402_a&om_sem_cid=hho_sem_sy:~en-ww_ava_sch_brn_exc_adw_dtp~&utm_source=google&utm_medium=cpc&utm_campaign=en-ww_ava_sch_brn_exc_adw_dtp&gad_source=1&gclid=EAIaIQobChMIhJ7diN68iAMVERiiAx0LHjHEEAAYASAAEgJMCfD_BwE&gclsrc=aw.ds?full_trSrc=mmm_ava_tst_007_402_a&om_sem_cid=hho_sem_sy:~en-ww_ava_sch_brn_exc_adw_dtp~&utm_source=google&utm_medium=cpc&utm_campaign=en-ww_ava_sch_brn_exc_adw_dtp&gad_source=1&gclid=EAIaIQobChMIhJ7diN68iAMVERiiAx0LHjHEEAAYASAAEgJMCfD_BwE&gclsrc=aw.ds#pc,249584,2024-09-12T06:05:12.872811+05:00,2024-09-12T06:05:14.335789+05:00,application/x-msdownload
C:\Users\Ученик-15\Downloads\avast_free_antivirus_setup_online (1).exe,https://www.avast.com/lp-ppc-free-av-brand?full_trSrc=mmm_ava_tst_007_402_a&om_sem_cid=hho_sem_sy:~en-ww_ava_sch_brn_exc_adw_dtp~&utm_source=google&utm_medium=cpc&utm_campaign=en-ww_ava_sch_brn_exc_adw_dtp&gad_source=1&gclid=EAIaIQobChMIhJ7diN68iAMVERiiAx0LHjHEEAAYASAAEgJMCfD_BwE&gclsrc=aw.ds?full_trSrc=mmm_ava_tst_007_402_a&om_sem_cid=hho_sem_sy:~en-ww_ava_sch_brn_exc_adw_dtp~&utm_source=google&utm_medium=cpc&utm_campaign=en-ww_ava_sch_brn_exc_adw_dtp&gad_source=1&gclid=EAIaIQobChMIhJ7diN68iAMVERiiAx0LHjHEEAAYASAAEgJMCfD_BwE&gclsrc=aw.ds#pc,249584,2024-09-12T06:04:50.240213+05:00,2024-09-12T06:04:51.546456+05:00,application/x-msdownload
C:\Users\Ученик-15\Downloads\avast_free_antivirus_setup_online.exe,https://www.avast.com/lp-ppc-free-av-brand?full_trSrc=mmm_ava_tst_007_402_a&om_sem_cid=hho_sem_sy:~en-ww_ava_sch_brn_exc_adw_dtp~&utm_source=google&utm_medium=cpc&utm_campaign=en-ww_ava_sch_brn_exc_adw_dtp&gad_source=1&gclid=EAIaIQobChMIhJ7diN68iAMVERiiAx0LHjHEEAAYASAAEgJMCfD_BwE&gclsrc=aw.ds?full_trSrc=mmm_ava_tst_007_402_a&om_sem_cid=hho_sem_sy:~en-ww_ava_sch_brn_exc_adw_dtp~&utm_source=google&utm_medium=cpc&utm_campaign=en-ww_ava_sch_brn_exc_adw_dtp&gad_source=1&gclid=EAIaIQobChMIhJ7diN68iAMVERiiAx0LHjHEEAAYASAAEgJMCfD_BwE&gclsrc=aw.ds#pc,249584,2024-09-12T06:04:46.819406+05:00,2024-09-12T06:04:50.633875+05:00,application/x-msdownload
C:\Users\Ученик-15\Downloads\whimsical-winter-aesthetic-snowman-wallpaper-to-brighten-your-day_86693871.htm,https://www.google.com/search?sca_esv=601398990&q=%D1%8D%D1%81%D1%82%D0%B5%D1%82%D0%B8%D0%BA%D0%B0+%D0%B7%D0%B8%D0%BC%D1%8B+%D0%BF%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D1%82&tbm=isch&source=lnms&prmd=ivsnbmtz&sa=X&ved=2ahUKEwiii6v2xviDAxVxIBAIHSMkBpAQ0pQJegQIERAB&biw=1366&bih=641&dpr=1#imgrc=PPK6rkH6m1Fd9M,247027,2024-01-25T12:37:49.882075+05:00,2024-01-25T12:37:57.086023+05:00,text/html
C:\Users\Ученик-15\Documents\miracle.bmp,https://www.google.com/search?sca_esv=a37b92b02547b255&q=bmw+5+f90&uds=AMwkrPva59fbe4CxYrgyQQRSuqqXfOx7FLYN3J0h4UQRp1fdYwUKRhNQmoQnv02POavSkPodM-XH32AvVmCqIPK4RSApgdzydcg5F0yjQ3LZyfAMym3aYSeliv0G5mz9L3dQgVUbVGgTAm72G2zCPiFwMdAjHbiTU5MrCGQ1sZyjXIolTR4yjyP8LvNBWdZMrCQPZcJjlZgA7B2ZplZy94BFJBmU5ONo3rPz4LUoWzvwBszemSRS8f85q-9hzMqABMSOAoOkIunZg1o-4YdywqB75tjZgDeB22ixb5QmYqbImHz_Zd_khPX3VqP14AkuTs_Ib-KP0UqSAfCb9vpYgaI9Bkmisr9dIg&udm=2&prmd=isvnbmtz&sa=X&ved=2ahUKEwihtbmrsciFAxVRFRAIHfV9DOUQtKgLegQIDhAB&biw=1366&bih=641&dpr=1#vhid=FMEYs3MXxBW6cM&vssid=mosaic,239645,2024-04-17T04:14:14.330457+05:00,2024-04-17T04:14:27.585609+05:00,image/bmp
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\paper-art-ecology-and-world-water-day-saving-water-and-world-environment-day-environmental-protection-and-save-earth-water-generate-ai_41360197.htm,https://www.google.com/search?q=%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D0%B0%D1%8E%D1%89%D0%B0%D1%8F+%D1%81%D1%80%D0%B5%D0%B4%D0%B0+%D0%BF%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D1%82&tbm=isch&ved=2ahUKEwiduMyrlIqEAxXzFRAIHbNXC44Q2-cCegQIABAA&oq=%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D0%B0%D1%8E%D1%89%D0%B0%D1%8F+%D1%81%D1%80%D0%B5%D0%B4%D0%B0+%D0%BF%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D1%82&gs_lcp=CgNpbWcQA1CfC1j-IGD8I2gAcAB4AIABAIgBAJIBAJgBAKABAaoBC2d3cy13aXotaW1nwAEB&sclient=img&ei=v5C7Zd3cMvOrwPAPs6-t8Ag&prmd=ivsnbmtz#imgrc=w70orm52i8YPoM,227954,2024-02-01T12:48:07.908988+05:00,2024-02-01T12:48:53.806157+05:00,text/html
C:\Users\Ученик-15\Downloads\Новая папка\almaty (1).jpg,https://www.google.com/search?q=%D1%84%D0%BE%D1%82%D0%BA%D0%B0+%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQkxMzMzajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8#vhid=eI0BAqMkHPfHXM&vssid=l,216656,2024-09-24T12:54:33.97592+05:00,2024-09-24T12:54:42.306983+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\almaty.jpg,https://www.google.com/search?q=%D1%84%D0%BE%D1%82%D0%BA%D0%B0+%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&oq=%D1%84%D0%BE%D1%82%D0%BA%D0%B0+%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIKCAEQABiABBiiBDIKCAIQABiABBiiBDIKCAMQABiABBiiBNIBCjE3OTMxajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8#vhid=eI0BAqMkHPfHXM&vssid=l,216656,2024-09-24T12:13:11.728361+05:00,2024-09-24T12:13:21.829438+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\dostoprimechatelnosti-astany-nur-sultana (1).jpg,https://www.google.com/search?sca_esv=de8efa94a8e5fbd0&q=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&udm=2&fbs=AEQNm0DDgaHKHmgQPgdfMPlZgxGLH-jmKPlvAIQ2QHEhdqGvcmHTTeB99EpYkXZdnrPP2AAWUOQRtG-6pEUHIEO3nf9Zp0Q5Gc-z2MXY0_BEG2chafV6yWa8GBq2st4oAmtT65rJRF1tmo5s-nWm9oSA-rwdyGLBLMNQ1fxWzfUDDtuF1elmqYmX-WPCDGIn0Qj7ZXWpBsxTTHZYJlXOboN-drtskkr2c6KST55T9D-5ujVW7YTuoVE&sa=X&ved=2ahUKEwjQ5JjQiM-IAxVJJRAIHRKnAoYQtKgLegQIFhAB&biw=1366&bih=641&dpr=1#vhid=eneBPzJMuftx_M&vssid=mosaic,210784,2024-09-19T13:05:00.667254+05:00,2024-09-19T13:05:19.922811+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\dostoprimechatelnosti-astany-nur-sultana.jpg,https://www.google.com/search?sca_esv=de8efa94a8e5fbd0&q=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&udm=2&fbs=AEQNm0DDgaHKHmgQPgdfMPlZgxGLH-jmKPlvAIQ2QHEhdqGvcmHTTeB99EpYkXZdnrPP2AAWUOQRtG-6pEUHIEO3nf9Zp0Q5Gc-z2MXY0_BEG2chafV6yWa8GBq2st4oAmtT65rJRF1tmo5s-nWm9oSA-rwdyGLBLMNQ1fxWzfUDDtuF1elmqYmX-WPCDGIn0Qj7ZXWpBsxTTHZYJlXOboN-drtskkr2c6KST55T9D-5ujVW7YTuoVE&sa=X&ved=2ahUKEwjQ5JjQiM-IAxVJJRAIHRKnAoYQtKgLegQIFhAB&biw=1366&bih=641&dpr=1#vhid=eneBPzJMuftx_M&vssid=mosaic,210784,2024-09-19T13:03:18.407336+05:00,2024-09-19T13:03:28.017913+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\Без названия.bmp,https://www.online-convert.com/ru/result#j=7ae3b5d0-4949-42fc-bf2c-ea8e5832ab27,201438,2024-04-24T07:47:53.129082+05:00,2024-04-24T07:47:53.497252+05:00,image/bmp
C:\Users\Ученик-15\Downloads\VEXcode Project-Screenshot.png,https://vr.vex.com/,176265,2023-12-11T08:40:26.819631+05:00,2023-12-11T08:40:27.095358+05:00,image/png
